
------------------------------------------------------------------------------------
PSP SYSCALLS LIST for  v1.0 v1.5 v1.52 v2.0 
------------------------------------------------------------------------------------

NIDs:
---------------
0xd97f94d8|sceDmacTryMemcpy                        
0xb448ec0d|sceGeBreak                              
0x4c06e472|sceGeContinue                           
0xb287bd61|sceGeDrawSync                           
0xe47e40e4|sceGeEdramGetAddr                       
0x1f6752ad|sceGeEdramGetSize                       
0xb77905ea|sceGeEdramSetAddrTranslation            
0xdc93cfef|sceGeGetCmd                             
0x57c8945b|sceGeGetMtx                             
0x5fb86ab0|sceGeListDeQueue                        
0xab49e76a|sceGeListEnQueue                        
0x1c0d95a6|sceGeListEnQueueHead                    
0x03444eb4|sceGeListSync                           
0xe0d68148|sceGeListUpdateStallAddr                
0x0bf608fb|sceGeRestoreContext                     
0x438a385a|sceGeSaveContext                        
0xa4fc06a4|sceGeSetCallback                        
0x05db22ce|sceGeUnsetCallback                      
0xe66cb92e|sceGe_user_E66CB92E                     
0x7e69eda4|sceHprmIsHeadphoneExist                 
0x219c58f1|sceHprmIsMicrophoneExist                
0x208db1bd|sceHprmIsRemoteExist                    
0x1910b327|sceHprmPeekCurrentKey                   
0x2bcec83e|sceHprmPeekLatch                        
0x40d2f9f0|sceHprmReadLatch                        
0xc7154136|sceHprmRegisterCallback                 
0x444ed0b7|sceHprmUnregisterCallback               
0x71b5fb67|sceHprm_71B5FB67                        
0xb2a628c1|sceIoAssign                             
0xe8bc6571|sceIoCancel                             
0xb293727f|sceIoChangeAsyncPriority                
0x55f4717d|sceIoChdir                              
0xb8a740f4|sceIoChstat                             
0x810c4bc3|sceIoClose                              
0xff5940b6|sceIoCloseAsync                         
0xeb092469|sceIoDclose                             
0x54f5fb11|sceIoDevctl                             
0xb29ddf9c|sceIoDopen                              
0xe3eb004c|sceIoDread                              
0xcb05f8d6|sceIoGetAsyncStat                       
0x08bd7374|sceIoGetDevType                         
0xace946e8|sceIoGetstat                            
0x63632449|sceIoIoctl                              
0xe95a012b|sceIoIoctlAsync                         
0x27eb27b8|sceIoLseek                              
0x68963324|sceIoLseek32                            
0x1b385d8f|sceIoLseek32Async                       
0x71b19e77|sceIoLseekAsync                         
0x06a70004|sceIoMkdir                              
0x109f50bc|sceIoOpen                               
0x89aa9906|sceIoOpenAsync                          
0x3251ea56|sceIoPollAsync                          
0x6a638d83|sceIoRead                               
0xa0b5a7c2|sceIoReadAsync                          
0xf27a9c51|sceIoRemove                             
0x779103a0|sceIoRename                             
0x1117c65f|sceIoRmdir                              
0xa12a0514|sceIoSetAsyncCallback                   
0xab96437f|sceIoSync                               
0x6d08a871|sceIoUnassign                           
0xe23eec33|sceIoWaitAsync                          
0x35dbd746|sceIoWaitAsyncCB                        
0x42ec03ac|sceIoWrite                              
0x0facab19|sceIoWriteAsync                         
0x237dbd4f|sceKernelAllocPartitionMemory           
0xd979e9bf|sceKernelAllocateFpl                    
0xe7282cb6|sceKernelAllocateFplCB                  
0xbed27435|sceKernelAllocateVpl                    
0xec0a693f|sceKernelAllocateVplCB                  
0x7e65b999|sceKernelCancelAlarm                    
0xba4051d6|sceKernelCancelCallback                 
0xcd203292|sceKernelCancelEventFlag                
0xa8aa591f|sceKernelCancelFpl                      
0x349b864d|sceKernelCancelMsgPipe                  
0x87d4dd36|sceKernelCancelReceiveMbx               
0x8ffdf9a2|sceKernelCancelSema                     
0xd2d615ef|sceKernelCancelVTimerHandler            
0x1d371b8a|sceKernelCancelVpl                      
0xfccfad26|sceKernelCancelWakeupThread             
0xea748e31|sceKernelChangeCurrentThreadAttr        
0x71bc9871|sceKernelChangeThreadPriority           
0x349d6d6c|sceKernelCheckCallback                  
0xd13bde95|sceKernelCheckThreadStack               
0x812346e4|sceKernelClearEventFlag                 
0xe81caf8f|sceKernelCreateCallback                 
0x55c20a00|sceKernelCreateEventFlag                
0xc07bb470|sceKernelCreateFpl                      
0x8125221d|sceKernelCreateMbx                      
0x7c0dc2a0|sceKernelCreateMsgPipe                  
0xd6da4ba1|sceKernelCreateSema                     
0x446d8de6|sceKernelCreateThread                   
0x20fff560|sceKernelCreateVTimer                   
0x56c039b5|sceKernelCreateVpl                      
0xbfa98062|sceKernelDcacheInvalidateRange          
0x80001c4c|sceKernelDcacheProbe                    
0x16641d70|sceKernelDcacheReadTag                  
0x79d1c3fa|sceKernelDcacheWritebackAll             
0xb435dec5|sceKernelDcacheWritebackInvalidateAll   
0x34b9fa9e|sceKernelDcacheWritebackInvalidateRange 
0x3ee30821|sceKernelDcacheWritebackRange           
0xbd123d9e|sceKernelDelaySysClockThread            
0x1181e963|sceKernelDelaySysClockThreadCB          
0xceadeb47|sceKernelDelayThread                    
0x68da9e36|sceKernelDelayThreadCB                  
0xedba5844|sceKernelDeleteCallback                 
0xef9e4c70|sceKernelDeleteEventFlag                
0xed1410e0|sceKernelDeleteFpl                      
0x86255ada|sceKernelDeleteMbx                      
0xf0b7da1c|sceKernelDeleteMsgPipe                  
0x28b6489c|sceKernelDeleteSema                     
0x9fa03cd3|sceKernelDeleteThread                   
0x328f9e52|sceKernelDeleteVTimer                   
0x89b3d48c|sceKernelDeleteVpl                      
0x3fc9ae6a|sceKernelDevkitVersion                  
0x8a389411|sceKernelDisableSubIntr                 
0xfb8e22ec|sceKernelEnableSubIntr                  
0x809ce29b|sceKernelExitDeleteThread               
0x05572a5f|sceKernelExitGame                       
0x2ac9954b|sceKernelExitGameWithStatus             
0xaa73c935|sceKernelExitThread                     
0xf6414a71|sceKernelFreeFpl                        
0xb6d61d02|sceKernelFreePartitionMemory            
0xb736e9ff|sceKernelFreeVpl                        
0x9d9a5ba1|sceKernelGetBlockHeadAddr               
0x2a3d44ff|sceKernelGetCallbackCount               
0x37fb5c42|sceKernelGetGPI                         
0x644395e2|sceKernelGetModuleIdList?               
0xdb738f35|sceKernelGetSystemTime                  
0x369ed59d|sceKernelGetSystemTimeLow               
0x82bc5777|sceKernelGetSystemTimeWide              
0x94aa61ee|sceKernelGetThreadCurrentPriority       
0x3b183e26|sceKernelGetThreadExitStatus            
0x293b45b8|sceKernelGetThreadId                    
0x52089ca1|sceKernelGetThreadStackFreeSize         
0x94416130|sceKernelGetThreadmanIdList             
0x57cf62dd|sceKernelGetThreadmanIdType             
0xb3a59970|sceKernelGetVTimerBase                  
0xb7c18b77|sceKernelGetVTimerBaseWide              
0x034a921f|sceKernelGetVTimerTime                  
0xc0b3ffd2|sceKernelGetVTimerTimeWide              
0x920f104a|sceKernelIcacheInvalidateAll            
0xc2df770e|sceKernelIcacheInvalidateRange          
0x4fd31c9d|sceKernelIcacheProbe                    
0xfb05fad0|sceKernelIcacheReadTag                  
0xfc4374b8|sceKernelIsSubInterruptOccurred         
0x91e4f6a7|sceKernelLibcClock                      
0x71ec4271|sceKernelLibcGettimeofday               
0x27cc57f0|sceKernelLibcTime                       
0xbd2f1094|sceKernelLoadExec                       
0x977de386|sceKernelLoadModule                     
0xf9275d98|sceKernelLoadModuleBufferUsbWlan        
0xb7f46618|sceKernelLoadModuleByID                 
0x710f61b5|sceKernelLoadModuleMs                   
0xa291f107|sceKernelMaxFreeMemSize                 
0xc11ba8c4|sceKernelNotifyCallback                 
0x30fd48f0|sceKernelPollEventFlag                  
0x0d81716a|sceKernelPollMbx                        
0x58b1f937|sceKernelPollSema                       
0xeadb1bd7|sceKernelPowerLock                      
0x090ccb3f|sceKernelPowerTick                      
0x3aee7261|sceKernelPowerUnlock                    
0x748cbed9|sceKernelQueryModuleInfo                
0x18260574|sceKernelReceiveMbx                     
0xf3986382|sceKernelReceiveMbxCB                   
0x74829b76|sceKernelReceiveMsgPipe                 
0xfbfa697d|sceKernelReceiveMsgPipeCB               
0xdaa3f564|sceKernelReferAlarmStatus               
0x730ed8bc|sceKernelReferCallbackStatus            
0xa66b0120|sceKernelReferEventFlagStatus           
0xd8199e4c|sceKernelReferFplStatus                 
0x8218b4dd|sceKernelReferGlobalProfiler            
0xa8e8c846|sceKernelReferMbxStatus                 
0x33be4024|sceKernelReferMsgPipeStatus             
0xbc6febc5|sceKernelReferSemaStatus                
0x627e6f3a|sceKernelReferSystemStatus              
0x369eeb6b|sceKernelReferThreadEventHandlerStatus  
0x64d4540e|sceKernelReferThreadProfiler            
0xffc36a14|sceKernelReferThreadRunStatus           
0x17c1684e|sceKernelReferThreadStatus              
0x5f32beaa|sceKernelReferVTimerStatus              
0x39810265|sceKernelReferVplStatus                 
0x4ac57943|sceKernelRegisterExitCallback           
0xca04a2b9|sceKernelRegisterSubIntrHandler         
0x0c106e53|sceKernelRegisterThreadEventHandler     
0xeee43f47|sceKernelRegisterUserSpaceIntrStack     
0xd61e6961|sceKernelReleaseSubIntrHandler          
0x72f3c145|sceKernelReleaseThreadEventHandler      
0x2c34e053|sceKernelReleaseWaitThread              
0x27e22ec2|sceKernelResumeDispatchThread           
0x7860e0dc|sceKernelResumeSubIntr                  
0x75156e8f|sceKernelResumeThread                   
0x912354a7|sceKernelRotateThreadReadyQueue         
0xd675ebb8|sceKernelSelfStopUnloadModule           
0xe9b3061e|sceKernelSendMbx                        
0x876dbfad|sceKernelSendMsgPipe                    
0x7c41f2c2|sceKernelSendMsgPipeCB                  
0x6652b8ca|sceKernelSetAlarm                       
0x1fb15a32|sceKernelSetEventFlag                   
0x6ad345d7|sceKernelSetGPO                         
0xb2c25152|sceKernelSetSysClockAlarm               
0xd8b299ae|sceKernelSetVTimerHandler               
0x53b00e9a|sceKernelSetVTimerHandlerWide           
0x542ad630|sceKernelSetVTimerTime                  
0xfb6425c3|sceKernelSetVTimerTimeWide              
0x3f53e640|sceKernelSignalSema                     
0x9ace131e|sceKernelSleepThread                    
0x82826f70|sceKernelSleepThreadCB                  
0x50f0c1ec|sceKernelStartModule                    
0xf475845d|sceKernelStartThread                    
0xc68d9437|sceKernelStartVTimer                    
0xf78ba90a|sceKernelStderr                         
0x172d316e|sceKernelStdin                          
0x9d061c19|sceKernelStdioClose                     
0x0cbb0571|sceKernelStdioLseek                     
0x924aba61|sceKernelStdioOpen                      
0x3054d478|sceKernelStdioRead                      
0xa46785c9|sceKernelStdioSendChar                  
0xa3b931db|sceKernelStdioWrite                     
0xa6bab2e9|sceKernelStdout                         
0xd1ff982a|sceKernelStopModule                     
0xcc1d3699|sceKernelStopUnloadSelfModule           
0xd0aeee87|sceKernelStopVTimer                     
0x3ad58b8c|sceKernelSuspendDispatchThread          
0x5cb5a78b|sceKernelSuspendSubIntr                 
0x9944f31f|sceKernelSuspendThread                  
0xba6b92e2|sceKernelSysClock2USec                  
0xe1619d7c|sceKernelSysClock2USecWide              
0x383f7bcc|sceKernelTerminateDeleteThread          
0x616403ba|sceKernelTerminateThread                
0xf919f628|sceKernelTotalFreeMemSize               
0x623ae665|sceKernelTryAllocateFpl                 
0xaf36d708|sceKernelTryAllocateVpl                 
0xdf52098f|sceKernelTryReceiveMsgPipe              
0x884c9f90|sceKernelTrySendMsgPipe                 
0x110dec9a|sceKernelUSec2SysClock                  
0xc8cd158c|sceKernelUSec2SysClockWide              
0x2e0911aa|sceKernelUnloadModule                   
0x9e5c5086|sceKernelUtilsMd5BlockInit              
0xb8d24e78|sceKernelUtilsMd5BlockResult            
0x61e1e525|sceKernelUtilsMd5BlockUpdate            
0xc8186a58|sceKernelUtilsMd5Digest                 
0xe860e75e|sceKernelUtilsMt19937Init               
0x06fb8a63|sceKernelUtilsMt19937UInt               
0xf8fcd5ba|sceKernelUtilsSha1BlockInit             
0x585f1c09|sceKernelUtilsSha1BlockResult           
0x346f6da8|sceKernelUtilsSha1BlockUpdate           
0x840259f1|sceKernelUtilsSha1Digest                
0x402fcf22|sceKernelWaitEventFlag                  
0x328c546a|sceKernelWaitEventFlagCB                
0x4e3a1105|sceKernelWaitSema                       
0x6d212bac|sceKernelWaitSemaCB                     
0x278c0df5|sceKernelWaitThreadEnd                  
0x840e8133|sceKernelWaitThreadEndCB                
0xd59ead2f|sceKernelWakeupThread                   
0xb6cee597|sceNetplayDialogGetStatus               
0x3ad50ae7|sceNetplayDialogInitStart               
0xbc6b6296|sceNetplayDialogShutdownStart           
0x417bed54|sceNetplayDialogUpdate                  
0xc69bebce|sceOpenPSIDGetOpenPSID                  
0x27f3292c|scePowerBatteryUpdateInfo               
0xdb62c9cf|scePowerCancelRequest                   
0x3951af53|scePowerEncodeUBattery                  
0xb4432bc8|scePowerGetBatteryChargingStatus        
0x862ae1a6|scePowerGetBatteryElec                  
0x2085d15d|scePowerGetBatteryLifePercent           
0x8efb3fa2|scePowerGetBatteryLifeTime              
0x94f5a53f|scePowerGetBatteryRemainCapacity        
0x28e12023|scePowerGetBatteryTemp                  
0x483ce86b|scePowerGetBatteryVolt                  
0x478fe6f5|scePowerGetBusClockFrequency            
0x9badb3eb|scePowerGetBusClockFrequencyFloat       
0xbd681969|scePowerGetBusClockFrequencyInt         
0xfee03a2f|scePowerGetCpuClockFrequency            
0xb1a52c83|scePowerGetCpuClockFrequencyFloat       
0xfdb5bfe9|scePowerGetCpuClockFrequencyInt         
0xedc13fe5|scePowerGetIdleTimer                    
0xb999184c|scePowerGetLowBatteryCapacity           
0x0074ef9b|scePowerGetResumeCount                  
0x972ce941|scePowerIdleTimerDisable                
0x7f30b3b1|scePowerIdleTimerEnable                 
0x1e490401|scePowerIsBatteryCharging               
0x0afd0d8b|scePowerIsBatteryExist                  
0xd3075926|scePowerIsLowBattery                    
0x87440f5e|scePowerIsPowerOnline                   
0x7fa406dd|scePowerIsRequest                       
0xd6d016ef|scePowerLock                            
0x04b7766e|scePowerRegisterCallback                
0x2b7c7cf4|scePowerRequestStandby                  
0xac32c9cc|scePowerRequestSuspend                  
0xb8d7b3fb|scePowerSetBusClockFrequency            
0x737486f2|scePowerSetClockFrequency               
0x843fbf43|scePowerSetCpuClockFrequency            
0xefd3c963|scePowerTick                            
0xca3d34c1|scePowerUnlock                          
0xdfa8baf8|scePowerUnregisterCallback              
0xdb9d28dd|scePowerUnregitserCallback              
0x0442d852|scePower_0442D852                       
0x0cd21b1f|scePower_0CD21B1F                       
0x165ce085|scePower_165CE085                       
0x23436a4a|scePower_23436A4A                       
0x23c31ffe|scePower_23C31FFE                       
0x2875994b|scePower_2875994B                       
0x34f9c463|scePower_34F9C463                       
0x442bfbac|scePower_442BFBAC                       
0x78a1a796|scePower_78A1A796                       
0xb3edd801|scePower_B3EDD801                       
0xe8e4e204|scePower_E8E4E204                       
0xea382a27|scePower_EA382A27                       
0xfa97a599|scePower_FA97A599                       
0xfd18a0ff|scePower_FD18A0FF                       
0xfa8a5739|sceRegCloseRegistry                     
0x57641a81|sceRegCreateKey                         
0x9b25edf1|sceRegExit                              
0x39461b4d|sceRegFlushRegistry                     
0xd4475aa8|sceRegGetKeyInfo                        
0x28a8e98a|sceRegGetKeyValue                       
0x30be0259|sceRegGetKeyValueByName                 
0x2d211135|sceRegGetKeys                           
0x2c0db9dd|sceRegGetKeysNum                        
0xc5768d02|sceRegKickBackDiscover                  
0x92e41280|sceRegOpenRegistry                      
0x3615bc87|sceRegRemoveKey                         
0xdeda92bf|sceRegRemoveRegistry                    
0x17768e14|sceRegSetKeyValue                       
0x0cae832b|sceReg_0CAE832B                         
0x0d69bf40|sceReg_0D69BF40                         
0x1d8a762e|sceReg_1D8A762E                         
0x4ca16893|sceReg_4CA16893                         
0x9dc14891|sceResmgr_9DC14891                      
0x4b1b5e82|sceRtcCheckValid                        
0x9ed0ae87|sceRtcCompareTick                       
0x779242a2|sceRtcConvertLocalTimeToUTC             
0x34885e0d|sceRtcConvertUtcToLocalTime             
0xc663b3b9|sceRtcFormatRFC2822                     
0x7de6711b|sceRtcFormatRFC2822LocalTime            
0x0498fb3c|sceRtcFormatRFC3339                     
0x27f98543|sceRtcFormatRFC3339LocalTime            
0x4cfa57b0|sceRtcGetCurrentClock                   
0xe7c27d1b|sceRtcGetCurrentClockLocalTime          
0x3f7ad767|sceRtcGetCurrentTick                    
0x57726bc1|sceRtcGetDayOfWeek                      
0x05ef322c|sceRtcGetDaysInMonth                    
0x36075567|sceRtcGetDosTime                        
0x6ff40acc|sceRtcGetTick                           
0xc41c2853|sceRtcGetTickResolution                 
0x27c4594c|sceRtcGetTime_t                         
0xcf561893|sceRtcGetWin32FileTime                  
0x42307a17|sceRtcIsLeapYear                        
0xdfbc5f16|sceRtcParseDateTime                     
0x28e1e988|sceRtcParseRFC3339                      
0xf006f264|sceRtcSetDosTime                        
0x7ed29e40|sceRtcSetTick                           
0x3a807cc8|sceRtcSetTime_t                         
0x7ace4c04|sceRtcSetWin32FileTime                  
0xe51b4b7a|sceRtcTickAddDays                       
0x26d7a24a|sceRtcTickAddHours                      
0x26d25a5d|sceRtcTickAddMicroseconds               
0xe6605bca|sceRtcTickAddMinutes                    
0xdbf74f1b|sceRtcTickAddMonths                     
0xf2a4afe5|sceRtcTickAddSeconds                    
0x44f45e05|sceRtcTickAddTicks                      
0xcf3a2ca8|sceRtcTickAddWeeks                      
0x42842c77|sceRtcTickAddYears                      
0x011f03c1|sceRtc_011F03C1                         
0x029ca3b3|sceRtc_029CA3B3                         
0x1909c99b|sceRtc_1909C99B                         
0x203ceb0d|sceRtc_203CEB0D                         
0x62685e98|sceRtc_62685E98                         
0xe1c93e47|sceRtc_E1C93E47                         
0x71eef62d|sceSircsSend                            
0x3e0271d3|sceSuspendForUser_3E0271D3              
0xa14f40b2|sceSuspendForUser_A14F40B2              
0xa569e425|sceSuspendForUser_A569E425              
0xc6183d47|sceUmdActivate                          
0x6af9b50a|sceUmdCancelWaitDriveStat?              
0x46ebb729|sceUmdCheckMedium                       
0xe83742ba|sceUmdDeactivate                        
0x340b7686|sceUmdGetDiscInfo                       
0x6b4a146c|sceUmdGetDriveStat                      
0x20628e6f|sceUmdGetErrorStat                      
0xaee7404d|sceUmdRegisterUMDCallBack               
0xbd2bde07|sceUmdUnRegisterUMDCallBack             
0x8ef08fce|sceUmdWaitDriveStat                     
0x4a9e5e29|sceUmdWaitDriveStatCB                   
0x56202973|sceUmdWaitDriveStatWithTimer            
0x586db82c|sceUsbActivate                          
0xc572a9c8|sceUsbDeactivate                        
0x4e537366|sceUsbGetDrvList                        
0x112cc951|sceUsbGetDrvState                       
0xc21645a4|sceUsbGetState                          
0xae5de6af|sceUsbStart                             
0xc2464fa0|sceUsbStop                              
0x1c360735|sceUsbWaitCancel                        
0x5be0e002|sceUsbWaitState                         
0x5eee6548|sceUtilityCheckNetParam                 
0xfb0c4840|sceUtilityCopyNetParam                  
0x072debf2|sceUtilityCreateNetParam                
0x9ce50172|sceUtilityDeleteNetParam                
0x4f2206bc|sceUtilityDialogGetParam                
0xe01fe32a|sceUtilityDialogGetSpeed                
0xb222e887|sceUtilityDialogGetType                 
0xa5168a5d|sceUtilityDialogLoadModule              
0x3ceae1df|sceUtilityDialogPowerLock               
0x56bedca4|sceUtilityDialogPowerUnlock             
0x680c0ea8|sceUtilityDialogSetStatus               
0x6f923bd3|sceUtilityDialogSetThreadId             
0x946963f3|sceUtilityGameSharingGetStatus          
0xc492f751|sceUtilityGameSharingInitStart          
0xefc6f80f|sceUtilityGameSharingShutdownStart      
0x7853182d|sceUtilityGameSharingUpdate             
0x434d4b3a|sceUtilityGetNetParam                   
0xa5da2406|sceUtilityGetSystemParamInt             
0x34b78343|sceUtilityGetSystemParamString          
0x9a1c91d7|sceUtilityMsgDialogGetStatus            
0x2ad8e239|sceUtilityMsgDialogInitStart            
0x67af3428|sceUtilityMsgDialogShutdownStart        
0x95fc253b|sceUtilityMsgDialogUpdate               
0x6332aa39|sceUtilityNetconfGetStatus              
0x4db1e739|sceUtilityNetconfInitStart              
0xf88155f6|sceUtilityNetconfShutdownStart          
0x91e70e35|sceUtilityNetconfUpdate                 
0xf3f76017|sceUtilityOskGetStatus                  
0xf6269b82|sceUtilityOskInitStart                  
0x3dfaeba9|sceUtilityOskShutdownStart              
0x4b85c861|sceUtilityOskUpdate                     
0x8874dbe0|sceUtilitySavedataGetStatus             
0x50c4cd57|sceUtilitySavedataInitStart             
0x9790b33c|sceUtilitySavedataShutdownStart         
0xd4b95ffb|sceUtilitySavedataUpdate                
0xfc4516f3|sceUtilitySetNetParam                   
0x45c18506|sceUtilitySetSystemParamInt             
0x41e30674|sceUtilitySetSystemParamString          
0x2995d020|sceUtility_2995D020                     
0x88bc7406|sceUtility_88BC7406                     
0xb62a4061|sceUtility_B62A4061                     
0xed0fad38|sceUtility_ED0FAD38                     
0x17cb4d96|sceUtility_private_17CB4D96             
0x19461966|sceUtility_private_19461966             
0x1dfa62ef|sceUtility_private_1DFA62EF             
0x4405ba38|sceUtility_private_4405BA38             
0x5ff96ed3|sceUtility_private_5FF96ED3             
0x9c9dd5bc|sceUtility_private_9C9DD5BC             
0xee7ac503|sceUtility_private_EE7AC503             
0xef5bc2d1|sceUtility_private_EF5BC2D1             
0x67585dfd|sceVaudioChRelease                      
0x03b6807d|sceVaudioChReserve                      
0x8986295e|sceVaudioOutputBlocking                 
0x346fbe94|sceVaudio_346FBE94                      
0x482cae9a|sceWlanDevAttach                        
0xc9a8cab7|sceWlanDevDetach                        
0x05fe320c|sceWlanDevGetStateGPIO                  
0x5e7c8d94|sceWlanDevIsGameMode                    
0x93440b11|sceWlanDevIsPowerOn                     
0x7ff54bd2|sceWlanDevSetGPIO                       
0x19e51f54|sceWlanDrv_lib_19E51F54                 
0x2d0fae4e|sceWlanDrv_lib_2D0FAE4E                 
0x40b0aa4a|sceWlanDrv_lib_40B0AA4A                 
0x4c14baca|sceWlanDrv_lib_4C14BACA                 
0x56f467ca|sceWlanDrv_lib_56F467CA                 
0x5baa1fe5|sceWlanDrv_lib_5BAA1FE5                 
0x81579d36|sceWlanDrv_lib_81579D36                 
0x8d5f551b|sceWlanDrv_lib_8D5F551B                 
0xfe8a0b46|sceWlanDrv_lib_FE8A0B46                 
0x5ed4049a|sceWlanGPPrevEstablishActive            
0xa447103a|sceWlanGPRecv                           
0x9658c9f7|sceWlanGPRegisterCallback               
0xb4d7cb74|sceWlanGPSend                           
0x4c7f62e0|sceWlanGPUnRegisterCallback             
0x0c622081|sceWlanGetEtherAddr                     
0xd7763699|sceWlanGetSwitchState                   

sorted by name:
---------------

name                                             nid   v1.0   v1.5  v1.52   v2.0 comment

IoFileMgrForUser_5C2BE2CC                |0x5c2be2cc|      |0x20ab|0x20ab|0x20ab| 
ModuleMgrForUser_D8B73127                |0xd8b73127|      |0x20db|0x20db|0x20de| *** differences ***
ModuleMgrForUser_F0A26395                |0xf0a26395|      |0x20da|0x20da|0x20dd| *** differences ***
QueryIntrHandlerInfo                     |0xd2e8363f|0x2007|0x2007|0x2007|0x2007| 
StdioForUser_432D8F5C                    |0x432d8f5c|      |      |      |0x20b2| 
StdioForUser_6F797E03                    |0x6f797e03|      |      |      |0x20b3| 
SysMemUserForUser_13A5ABEF               |0x13a5abef|      |0x20e1|0x20e1|0x20e7| *** differences ***
SysMemUserForUser_7591C7DB               |0x7591c7db|      |      |      |0x20e5| 
SysMemUserForUser_A6848DF8               |0xa6848df8|      |      |      |0x20e9| 
SysMemUserForUser_F77D77CB               |0xf77d77cb|      |      |      |0x20e6| 
SysMemUserForUser_FC114573               |0xfc114573|      |      |      |0x20e4| 
ThreadManForUser_0E927AED                |0x0e927aed|0x2053|0x2053|0x2053|0x2053| 
UtilsForUser_77DFF087                    |0x77dff087|      |      |      |0x20cb| 
_sceKernelExitThread                     |0x532a522e|0x2070|0x2070|0x2070|0x2070| 
_sceKernelReturnFromCallback             |0x6e9ea350|0x2009|0x2009|0x2009|0x2009| 
sceAudioChRelease                        |0x6fc46853|0x211f|0x212a|0x212a|0x2131| *** differences ***
sceAudioChReserve                        |0x5ec81c55|0x211d|0x2128|0x2128|0x2130| *** differences ***
sceAudioChangeChannelConfig              |0x95fd0c2d|0x2122|0x212d|0x212d|0x2134| *** differences ***
sceAudioChangeChannelVolume              |0xb7e1d8e7|0x2123|0x212e|0x212e|0x2135| *** differences ***
sceAudioGetChannelRestLen                |0xe9d97901|0x2120|0x2139|0x2139|0x2140| *** differences ***
sceAudioGetInputLength                   |0xa708c6a6|0x2129|0x2134|0x2134|0x213b| *** differences ***
